Company,Specific_Origin,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Origin
C-Amaro,Ecuador,1185,2013,100.0,Italy,3.5,,Ecuador
C-Amaro,Venezuela,809,2012,80.0,Italy,3.0,,Venezuela
C-Amaro,Sao Tome,749,2011,78.0,Italy,2.25,Forastero,SaoTome
C-Amaro,Trinidad,765,2011,70.0,Italy,2.5,Trinitario,Trinidad
Cao,Porcelana,1804,2016,75.0,U.S.A.,2.5,Criollo,Venezuela
Cao,Tanzania,1804,2016,73.0,U.S.A.,2.75,,Tanzania
Cao,"Porcelana, Batch 5163",1804,2016,70.0,U.S.A.,3.0,Criollo,Venezuela
Cao,Bolivia,1808,2016,75.0,U.S.A.,3.0,,Bolivia
Cao,Brazil,1808,2016,70.0,U.S.A.,3.25,Trinitario,Brazil
Caoni (Tulicorp),Esmeraldas,237,2008,77.0,Ecuador,2.0,Forastero,Ecuador
Caoni (Tulicorp),Manabi,237,2008,77.0,Ecuador,2.5,Forastero,Ecuador
Caoni (Tulicorp),Los Rios,245,2008,77.0,Ecuador,2.75,Forastero,Ecuador
Caoni (Tulicorp),Manabi,266,2008,55.0,Ecuador,3.0,Forastero,Ecuador
Caoni (Tulicorp),Los Rios,269,2008,55.0,Ecuador,3.25,Forastero,Ecuador
Caoni (Tulicorp),Esmeraldas,269,2008,55.0,Ecuador,3.5,Forastero,Ecuador
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70.0,New Zealand,3.5,Trinitario,PapuaNewGuinea
Captain Pembleton,Kulili Estate,1263,2014,70.0,New Zealand,3.75,,PapuaNewGuinea
Caribeans,"Antigua, Special Reserve",1582,2015,72.0,Costa Rica,3.5,,Guatemala
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72.0,Costa Rica,3.25,,CostaRica
Caribeans,Anselmo Paraiso Estate,1586,2015,72.0,Costa Rica,3.5,,CostaRica
Caribeans,Costa Rica,841,2012,72.0,Costa Rica,3.0,Forastero,CostaRica
Caribeans,Costa Rica,845,2012,80.0,Costa Rica,2.75,Forastero,CostaRica
Carlotta Chocolat,Arauca,1884,2016,65.0,Colombia,3.0,Trinitario,Colombia
Carlotta Chocolat,Tumaco,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia
Carlotta Chocolat,Cordoba,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia
Carlotta Chocolat,Huila,1888,2016,65.0,Colombia,3.5,Trinitario,Colombia
Carlotta Chocolat,Cesar,1888,2016,65.0,Colombia,3.5,CCN51,Colombia
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72.0,U.S.A.,4.0,Trinitario,Belize
Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72.0,U.S.A.,3.5,Trinitario,Honduras
Castronovo,"Duarte, Batch 360",1570,2015,70.0,U.S.A.,3.75,"Criollo, Trinitario",DominicanRepublic
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72.0,U.S.A.,3.5,,Venezuela
Castronovo,Sierra Nevada,1347,2014,72.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia
Castronovo,Arauca,1371,2014,76.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia
Castronovo,Elvesia P.,1407,2014,70.0,U.S.A.,2.75,Trinitario,DominicanRepublic
Castronovo,Bolivia,1101,2013,70.0,U.S.A.,3.0,Trinitario,Bolivia
Castronovo,,1101,2013,73.0,U.S.A.,3.5,Trinitario,DominicanRepublic
Castronovo,San Martin,1105,2013,70.0,U.S.A.,2.5,Criollo,Peru
Castronovo,"Guaniamo, Amazonas",1105,2013,70.0,U.S.A.,3.25,,Venezuela
Castronovo,Nicaragua,1109,2013,72.0,U.S.A.,3.25,Trinitario,Nicaragua
Castronovo,Tumbes,1153,2013,70.0,U.S.A.,2.75,Criollo,Peru
Castronovo,Guaniamo,1153,2013,72.0,U.S.A.,3.0,,Venezuela
Cello,Ecuador,1247,2014,70.0,U.S.A.,2.5,,Ecuador
Cello,Peru,1247,2014,70.0,U.S.A.,2.75,,Peru
Cello,Venezuela,1251,2014,70.0,U.S.A.,2.75,,Venezuela
Cello,Bolivia,1251,2014,70.0,U.S.A.,3.0,,Bolivia
Cemoi,Equateur,404,2009,72.0,France,2.75,,Ecuador
,Uganda,1426,2014,70.0,Canada,2.75,Forastero,Uganda
Charm School,Maya Mtn,1900,2016,70.0,U.S.A.,3.25,,Belize
,Arriba,486,2010,55.0,Ecuador,2.75,Forastero,Ecuador
Chchukululu (Tulicorp),Los Rios,252,2008,75.0,Ecuador,3.0,Forastero,Ecuador
Chequessett,la Amistad,1235,2014,70.0,U.S.A.,3.5,,CostaRica
,Blend No. 1,672,2011,70.0,France,3.5,,
Chocablog,Ecuador,1454,2015,70.0,U.K.,3.25,,Ecuador
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75.0,Germany,3.0,Trinitario,Belize
Choco Del Sol,Maya Mountain,1407,2014,82.0,Germany,3.25,Trinitario,Belize
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70.0,South Korea,2.75,Trinitario,Vietnam
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70.0,South Korea,3.5,Trinitario,Madagascarlaysia
Chocolarder,Peru,1482,2015,65.0,U.K.,2.5,Criollo,Peru
Chocolarder,Peru + nibs,1482,2015,65.0,U.K.,2.75,Criollo,Peru
Chocolarder,,1514,2015,80.0,U.K.,2.5,,DominicanRepublic
Chocola'te,Madagascar,647,2011,70.0,U.S.A.,3.75,Trinitario,Madagascar
Chocola'te,Venezuela,647,2011,68.0,U.S.A.,3.75,,Venezuela
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90.0,U.S.A.,2.5,,Peru
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80.0,U.S.A.,2.5,,
Chocolate Con Amor,Wild Bolivian,1760,2016,70.0,U.S.A.,2.5,,Bolivia
,Uganda,1760,2016,70.0,U.S.A.,2.75,,Uganda
Chocolate Con Amor,Dominican Republic,1764,2016,60.0,U.S.A.,3.0,,DominicanRepublic
Chocolate Con Amor,Dominican Republic,1764,2016,75.0,U.S.A.,3.0,,DominicanRepublic
Chocolate Con Amor,Ocumare,1764,2016,80.0,U.S.A.,3.0,Criollo,Venezuela
Chocolate Con Amor,Ecuador,1764,2016,70.0,U.S.A.,3.25,,Ecuador
Chocolate Conspiracy,Peru,1259,2014,74.0,U.S.A.,2.75,,Peru
Chocolate Makers,Tres Hombres,1530,2015,75.0,Amsterdam,3.25,Trinitario,DominicanRepublic
Chocolate Makers,"Congo, Gorilla bar",1530,2015,68.0,Amsterdam,3.5,Forastero,Congo
Chocolate Makers,"Peru, Awagum bar",1530,2015,80.0,Amsterdam,3.75,Criollo,Peru
"Chocolate Tree, The",Maranon,1582,2015,69.0,Scotland,3.75,Forastero,Peru
"Chocolate Tree, The",Carenero Superior,1582,2015,80.0,Scotland,3.75,Trinitario,Venezuela
"Chocolate Tree, The",Peru,1121,2013,70.0,Scotland,3.75,Forastero,Peru
"Chocolate Tree, The",,919,2012,82.0,Scotland,2.5,Forastero,Ecuador
"Chocolate Tree, The",Peru,919,2012,68.0,Scotland,2.75,Criollo,Peru
"Chocolate Tree, The",Madagascar,919,2012,72.0,Scotland,3.25,Criollo,Madagascar
Chocolats Privilege,Xoconusco,1219,2014,70.0,Canada,2.5,Criollo,Mexico
ChocoReko,Patanemo,1454,2015,77.0,Japan,3.0,Criollo,Venezuela
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65.0,Canada,3.25,,Mexico
Chocovic,Xoconusco,478,2010,71.0,Spain,3.25,Criollo,Mexico
,Sambirano,478,2010,71.0,Spain,3.5,Trinitario,Madagascar
Chocovic,Kendari,439,2009,60.0,Spain,3.25,,
Chocovic,Tarakan,439,2009,75.0,Spain,3.25,,
Chocovic,Ocumare,209,2008,71.0,Spain,3.5,Criollo,Venezuela
Chocovic,"Bolivar, Guaranda",117,2007,71.0,Spain,2.5,Forastero,Ecuador
Chocovic,Guyave,117,2007,71.0,Spain,2.5,Trinitario,Grenada
Chocovic,Maragda,117,2007,70.0,Spain,3.0,Blend,
Chocovivo,Tabasco,1522,2015,65.0,U.S.A.,2.5,Trinitario,Mexico
Chocovivo,Tabasco,1522,2015,75.0,U.S.A.,2.5,Trinitario,Mexico
Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela
Choklat,"Porcelana, Tabasco",377,2009,70.0,Canada,2.75,Criollo,Mexico
Choklat,Brazilian,377,2009,70.0,Canada,3.0,,Brazil
Choklat,Brazilian,377,2009,80.0,Canada,3.0,,Brazil
Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela
Chokolat Elot (Girard),Guadeloupe,1149,2013,42.0,Martinique,2.75,,Madagascarrtinique
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75.0,Canada,3.25,,Mexico
Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,U.S.A.,2.75,Trinitario,Venezuela
,Terreiro Velho P.,470,2010,73.5,Sao Tome,3.75,Forastero,"SaoTome,Principe"
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80.0,Sao Tome,3.0,Forastero,"SaoTome,Principe"
Claudio Corallo,Terreiro Velho P.,227,2008,75.0,Sao Tome,4.0,Forastero,"SaoTome,Principe"
Claudio Corallo,Principe,252,2008,100.0,Sao Tome,1.0,Forastero,"SaoTome,Principe"
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73.0,U.S.A.,3.5,,Ecuador
,Sambirano,1646,2015,75.0,U.S.A.,3.0,Trinitario,Madagascar
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.0,Argentina,3.25,,Venezuela
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80.0,Argentina,2.75,Trinitario,Venezuela
Compania de Chocolate (Salgado),Moxos,292,2008,72.0,Argentina,3.25,,Bolivia
Compania de Chocolate (Salgado),Ocumare,292,2008,70.0,Argentina,3.75,Criollo,Venezuela
Compania de Chocolate (Salgado),Esmeraldas,296,2008,88.0,Argentina,2.75,Forastero,Ecuador
Condor,Camino Verde,1630,2015,76.0,U.S.A.,3.5,,Ecuador
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78.0,U.S.A.,2.75,Trinitario,Vietnam
,"Ecuador, Puristique",1169,2013,65.0,Germany,3.25,Forastero,Ecuador
Coppeneur,Ghana Puristique,813,2012,85.0,Germany,3.5,Forastero,Ghana
Coppeneur,Ecuador Puristique,817,2012,100.0,Germany,1.5,,Ecuador
,Uba Budo,821,2012,72.0,Germany,3.75,Forastero,"SaoTome,Principe"
Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,Trinitario,Madagascar
Coppeneur,Grenada,470,2010,72.0,Germany,3.25,Trinitario,Grenada
Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,Venezuela
Coppeneur,"Los Rios, H. Iara",558,2010,72.0,Germany,2.5,Nacional,Ecuador
Coppeneur,Trinidad,558,2010,72.0,Germany,3.0,Trinitario,Trinidad
Coppeneur,Jamaica,558,2010,72.0,Germany,3.25,Trinitario,Jamaica
Coppeneur,Ocumare 61,558,2010,72.0,Germany,3.25,Criollo,Venezuela
Coppeneur,"Porcelana, Apotequil",341,2009,72.0,Germany,3.0,Criollo,Peru
Coppeneur,"Porcelana, Apotequil",445,2009,62.0,Germany,3.25,Criollo,Peru
Coppeneur,Chuao 100hr,451,2009,70.0,Germany,3.5,"Criollo, Trinitario",Venezuela
Coppeneur,Chuao 70hr,451,2009,70.0,Germany,3.75,"Criollo, Trinitario",Venezuela
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72.0,Germany,3.0,Criollo,Mexico
Coppeneur,"Porcelana, Venezuela",220,2008,72.0,Germany,3.0,Criollo,Venezuela
Coppeneur,"Sambirano, Menava P.",196,2007,72.0,Germany,3.0,Trinitario,Madagascar
Cote d' Or (Kraft),Sensations Intense,48,2006,70.0,Belgium,1.0,,
Cravve,New Ireland,1283,2014,70.0,Australia,2.5,Forastero,PapuaNewGuinea
Cravve,"Vanuatu, batch 2410",1335,2014,83.0,Australia,2.75,Trinitario,Vanuatu
Cravve,"Bahia, batch a1213",975,2012,65.0,Australia,3.25,Trinitario,Brazil
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67.0,Australia,3.25,Trinitario,Fiji
Cravve,Vanuatu,975,2012,64.0,Australia,3.25,Trinitario,Vanuatu
Cravve,Djual Island,975,2012,75.0,Australia,3.5,Forastero,PapuaNewGuinea
Creo,"""heirloom"", Arriba Nacional",1736,2016,85.0,U.S.A.,3.25,Forastero,Ecuador
Creo,"""heirloom"", Arriba Nacional",1736,2016,73.0,U.S.A.,3.75,Forastero,Ecuador
Daintree,Goodman Estate,1654,2015,70.0,Australia,2.75,,Australia
Daintree,"Daintree Estates, N. Queensland",785,2011,70.0,Australia,3.25,,Australia
,"Dominican Republic, batch 7",1928,2017,72.0,U.S.A.,2.75,,DominicanRepublic
Damson,,1610,2015,70.0,U.K.,3.0,Trinitario,Trinidad
Damson,Los Rios,1610,2015,70.0,U.K.,3.5,,Ecuador
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70.0,U.K.,2.25,,Grenada
,O'Payo,1666,2015,70.0,U.K.,2.75,,Nicaragua
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70.0,U.S.A.,3.75,,
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70.0,U.S.A.,3.0,Trinitario,Belize
Dandelion,Maya Mountain,1219,2014,70.0,U.S.A.,3.5,Trinitario,Belize
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70.0,U.S.A.,3.5,,Ecuador
Dandelion,Buto,1303,2014,70.0,U.S.A.,2.75,,Liberia
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70.0,U.S.A.,3.75,,DominicanRepublic
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70.0,U.S.A.,2.75,,Venezuela
Dandelion,Patanemo,1026,2013,70.0,U.S.A.,3.25,,Venezuela
Dandelion,"Mantuano, 2012",1085,2013,70.0,U.S.A.,3.5,,Venezuela
Dandelion,Papua New Guinea,1153,2013,70.0,U.S.A.,3.5,,PapuaNewGuinea
Dandelion,Upala,805,2012,70.0,U.S.A.,3.0,,CostaRica
Dandelion,Colombian,805,2012,70.0,U.S.A.,3.25,,Colombia
Dandelion,"Elvesia, 2011",915,2012,70.0,U.S.A.,3.75,,DominicanRepublic
Dandelion,Dominican Republic,654,2011,70.0,U.S.A.,3.25,,DominicanRepublic
Dandelion,Madagascar,654,2011,70.0,U.S.A.,3.25,Trinitario,Madagascar
Dandelion,Tanzania,654,2011,70.0,U.S.A.,3.25,,Tanzania
Danta,Los Ujuxtes,1223,2014,82.0,Guatemala,3.25,,Guatemala
Danta,Chuao,987,2012,75.0,Guatemala,3.0,Trinitario,Venezuela
Danta,Los Ujuxtes,987,2012,70.0,Guatemala,3.75,,Guatemala
Danta,Sambirano,987,2012,70.0,Guatemala,3.75,Trinitario,Madagascar
Danta,Las Acacias E.,987,2012,70.0,Guatemala,4.0,Criollo,Guatemala
Danta,"Oscuro, Finca Chimelb",991,2012,70.0,Guatemala,3.25,,Guatemala
,Los Ujuxtes,661,2011,60.0,Guatemala,3.5,,Guatemala
Danta,Las Acacias E.,423,2009,75.0,Guatemala,3.0,Criollo,Guatemala
Danta,Las Acacias E.,423,2009,60.0,Guatemala,3.25,Criollo,Guatemala
DAR,"Venezuela, batch 122",1920,2016,72.0,U.S.A.,2.75,,Venezuela
DAR,Vietnam,1920,2016,72.0,U.S.A.,3.0,Trinitario,Vietnam
DAR,"DUO, batch 002",1920,2016,70.0,U.S.A.,3.25,,"Ecuador,CostaRica"
Dark Forest,Bolivia,1708,2016,75.0,U.S.A.,3.25,,Bolivia
Dark Forest,Madagascar,1550,2015,70.0,U.S.A.,3.0,Trinitario,Madagascar
Dark Forest,Ocumare,1550,2015,70.0,U.S.A.,3.25,,Venezuela
Dark Forest,Tanzania,1554,2015,70.0,U.S.A.,3.0,,Tanzania
Dark Forest,Ecuador,1554,2015,70.0,U.S.A.,3.25,,Ecuador
Davis,Ghana,1093,2013,70.0,U.S.A.,2.5,Forastero,Ghana
Davis,Rainforest,1093,2013,70.0,U.S.A.,2.75,,DominicanRepublic
Davis,Venezuela,1093,2013,70.0,U.S.A.,2.75,,Venezuela
Davis,West Africa,907,2012,58.0,U.S.A.,3.25,Forastero,WestAfrica
De Mendes,"Nativo, Varzea",1462,2015,72.0,Brazil,3.5,,Brazil
De Mendes,"Selvagem, Jari",1462,2015,65.0,Brazil,3.5,,Brazil
De Villiers,Bundibugyo District,1832,2016,70.0,South Africa,2.5,Forastero,Uganda
Dean and Deluca (Belcolade),Madagascar,170,2007,66.0,U.S.A.,2.5,Trinitario,Madagascar
Dean and Deluca (Belcolade),Costa Rica,175,2007,64.0,U.S.A.,3.0,,CostaRica
Dean and Deluca (Belcolade),Ecuador,175,2007,71.0,U.S.A.,3.0,,Ecuador
Dean and Deluca (Belcolade),Ghana,175,2007,60.0,U.S.A.,3.0,Forastero,Ghana
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64.0,U.S.A.,3.0,,PapuaNewGuinea
Dean and Deluca (Belcolade),Peru,180,2007,64.0,U.S.A.,3.0,,Peru
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64.0,France,3.0,,PapuaNewGuinea
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66.0,France,3.75,,Venezuela
Desbarres,"Kilombero, batch 41",1916,2016,72.0,Canada,2.5,,Tanzania
DeVries,Bolivian,241,2008,80.0,U.S.A.,2.75,,Bolivia
DeVries,Costa Rica,166,2007,77.0,U.S.A.,3.5,Trinitario,CostaRica
DeVries,Dominican Republic,166,2007,77.0,U.S.A.,3.5,,DominicanRepublic
Dick Taylor,Lanquin Estate,1952,2017,70.0,U.S.A.,3.75,,Guatemala
,Tien Giang,1864,2016,78.0,U.S.A.,3.5,Trinitario,Vietnam
Dick Taylor,Elvesia,1235,2014,74.0,U.S.A.,3.5,,DominicanRepublic
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70.0,U.S.A.,3.25,,Ecuador
Dick Taylor,Bolivia,895,2012,75.0,U.S.A.,2.75,,Bolivia
Dick Taylor,Belize,955,2012,72.0,U.S.A.,2.75,Trinitario,Belize
Dick Taylor,Sambirano,661,2011,80.0,U.S.A.,2.75,Trinitario,Madagascar
Dick Taylor,Sambirano,661,2011,72.0,U.S.A.,3.0,Trinitario,Madagascar
Dick Taylor,Mantuano,682,2011,75.0,U.S.A.,2.75,Criollo,Venezuela
Dick Taylor,La Red,769,2011,74.0,U.S.A.,3.0,,DominicanRepublic
Dick Taylor,Ecuador,769,2011,70.0,U.S.A.,3.25,,Ecuador
Doble & Bignall,Puerto Cabello,1688,2015,85.0,U.K.,3.0,,Venezuela
Doble & Bignall,"Panama, Raven",1371,2014,72.0,U.K.,3.25,,Panama
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72.0,U.K.,3.25,Trinitario,Venezuela
Doble & Bignall,Johe,1407,2014,72.0,U.K.,3.5,"Criollo, Trinitario",Nicaragua
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70.0,U.S.A.,3.75,,Hawaii
Dolfin (Belcolade),Africa,304,2008,88.0,Belgium,3.0,Forastero,WestAfrica
Dolfin (Belcolade),Noir,63,2006,70.0,Belgium,1.5,,
Domori,Hacienda Victoria,1672,2015,70.0,Italy,3.75,,Ecuador
Domori,Ocumare 77,1672,2015,70.0,Italy,3.75,Criollo,Venezuela
Domori,"IL100, H. San Jose",1109,2013,100.0,Italy,3.0,Criollo,Venezuela
Domori,Morogoro,863,2012,70.0,Italy,3.5,,Tanzania
Domori,Guasare,863,2012,70.0,Italy,3.75,Criollo,Venezuela
Domori,"Canoabo, Hacienda San Jose",693,2011,70.0,Italy,3.5,Criollo,Venezuela
Domori,"Chuao, Hacienda San Jose",470,2010,70.0,Italy,3.0,Trinitario,Venezuela
Domori,"Carupano, H. San Jose",227,2008,70.0,Italy,3.0,Trinitario,Venezuela
Domori,Teyuna,272,2008,70.0,Italy,3.0,,Colombia
Domori,Blend No. 1,272,2008,78.0,Italy,3.5,Blend,
Domori,Ilblend,272,2008,70.0,Italy,3.75,Blend,
Domori,Porcelana,111,2007,70.0,Italy,4.0,Criollo,Venezuela
Domori,"Ocumare 61, Puertomar",129,2007,75.0,Italy,3.25,Criollo,Venezuela
Domori,Granella,135,2007,60.0,Italy,3.25,Trinitario,Venezuela
Domori,Madagascar,135,2007,70.0,Italy,3.5,Trinitario,Madagascar
Domori,Madagared,192,2007,70.0,Italy,3.5,Criollo,Madagascar
Domori,"Java, Javablond",192,2007,70.0,Italy,3.75,Criollo,Indonesia
Domori,Ecuador,192,2007,70.0,Italy,4.0,Forastero,Ecuador
Domori,"Ocumare 67, Puertofino",192,2007,70.0,Italy,4.0,Criollo,Venezuela
Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,Trinitario,Venezuela
Domori,Apurimac,87,2006,70.0,Italy,3.25,Trinitario,Peru
Domori,Carenero Superior,87,2006,70.0,Italy,3.5,Trinitario,Venezuela
Dormouse,Non Pariel Estate,1880,2016,75.0,U.K.,2.75,Trinitario,Grenada
Dormouse,"Rio Caribe, Batch 7",1672,2015,70.0,U.K.,2.5,Trinitario,Venezuela
Dormouse,"Colombia, Batch 9",1676,2015,80.0,U.K.,2.75,"Criollo, Trinitario",Colombia
Dormouse,"Madagascar, Batch 8",1676,2015,77.0,U.K.,2.75,"Criollo, Trinitario",Madagascar
Duffy's,"Chuno, Xoco",1331,2014,70.0,U.K.,3.5,Criollo,Nicaragua
Duffy's,"Rico Rugoso, Xoco",1331,2014,76.0,U.K.,3.75,Criollo,Nicaragua
Duffy's,Ocumare,923,2012,72.0,U.K.,3.75,,Venezuela
Duffy's,,623,2011,72.0,U.K.,3.75,Criollo,Honduras
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72.0,U.K.,3.0,,Panama
Duffy's,"Nicaliso, Xoco",697,2011,71.0,U.K.,3.25,Criollo,Nicaragua
Duffy's,,765,2011,71.0,U.K.,3.5,,Venezuela
Duffy's,Panama,516,2010,70.0,U.K.,3.5,,Panama
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72.0,U.K.,3.75,,Ecuador
Duffy's,Star of Ecuador,523,2010,70.0,U.K.,2.5,,Ecuador
Duffy's,Star of Peru,523,2010,70.0,U.K.,3.75,,Peru
Durand,Madagascar,841,2012,82.0,France,2.75,Trinitario,Madagascar
Durci,"Maranon, Joya Rara",1626,2015,70.0,U.S.A.,3.5,Forastero,Peru
Durci,"Rio Caribe, Tepui Treasure",1626,2015,70.0,U.S.A.,3.5,Trinitario,Venezuela
Durci,Taino Secret,1630,2015,70.0,U.S.A.,3.25,,DominicanRepublic
Durci,,1630,2015,70.0,U.S.A.,3.25,Trinitario,Venezuela
Durci,Corona Arriba,1630,2015,70.0,U.S.A.,4.0,,Ecuador
East Van Roasters,Peru,1343,2014,70.0,Canada,3.25,,Peru
East Van Roasters,Madagascar,1343,2014,70.0,Canada,3.5,Trinitario,Madagascar
East Van Roasters,,1343,2014,70.0,Canada,3.75,,DominicanRepublic
Eau de Rose,Tumaco,1812,2016,70.0,Canada,3.25,,Colombia
Eau de Rose,Arauca,1812,2016,70.0,Canada,3.25,,Colombia
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72.0,U.S.A.,2.75,Forastero,Peru
Edelmond,Porcelana,1876,2016,68.0,Germany,3.0,Criollo,Venezuela
El Ceibo,"Alto Beni, Covendo Region",709,2011,75.0,Bolivia,3.75,,Bolivia
El Ceibo,Alto Beni,252,2008,71.0,Bolivia,2.75,,Bolivia
El Rey,San Joaquin,1662,2015,70.0,Venezuela,3.75,,Venezuela
El Rey,"Rio Caribe, Cariaco",439,2009,60.5,Venezuela,2.75,Trinitario,Venezuela
El Rey,"Rio Caribe, Macuro",439,2009,70.0,Venezuela,3.0,Trinitario,Venezuela
El Rey,"Carenero Superior, Apamate",206,2008,74.0,Venezuela,2.5,Criollo,Venezuela
El Rey,,206,2008,58.0,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior, Mijao",206,2008,61.0,Venezuela,3.0,Criollo,Venezuela
El Rey,"Carenero Superior, Gran Saman",32,2006,70.0,Venezuela,2.75,Criollo,Venezuela
Emerald Estate,Emerald Estate,1137,2013,60.0,St. Lucia,2.75,,St.Lucia
Emerald Estate,Emerald Estate,1137,2013,70.0,St. Lucia,3.25,,St.Lucia
Emily's,Patanemo,1450,2015,79.0,Japan,3.0,,Venezuela
Emily's,Peru,1454,2015,78.0,Japan,3.5,Criollo,Peru
ENNA,"Wampusirpi, batch 007",1916,2016,75.0,U.S.A.,3.25,,Honduras
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80.0,Spain,3.25,Forastero,"SaoTome,Principe"
Erithaj (A. Morin),Ben Tre,1205,2014,70.0,France,3.25,Trinitario,Vietnam
Erithaj (A. Morin),Ham Luong,1209,2014,80.0,France,3.0,Trinitario,Vietnam
Erithaj (A. Morin),Ba Lai,1209,2014,74.0,France,3.25,Trinitario,Vietnam
Escazu,Rio Caribe,903,2012,70.0,U.S.A.,2.75,Trinitario,Venezuela
Escazu,Guapiles,414,2009,65.0,U.S.A.,2.0,,CostaRica
Escazu,Carenero Superior,423,2009,81.0,U.S.A.,3.5,Criollo,Venezuela
,"Carenero, Guapiles, Ocumare blend",431,2009,74.0,U.S.A.,2.75,,"CostRica,Venezuela"
Escazu,Ocumare,252,2008,72.0,U.S.A.,3.0,Criollo,Venezuela
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55.0,U.S.A.,2.5,,"Peru,Madagascar"
,Trinidad,666,2011,55.0,U.S.A.,2.5,Trinitario,Trinidad
Ethel's Artisan (Mars),Porcelana,666,2011,70.0,U.S.A.,2.5,Criollo,Venezuela
Ethel's Artisan (Mars),Red Vanilla,666,2011,62.0,U.S.A.,2.75,,
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62.0,U.S.A.,2.5,,"Venezuela,Trinidad"
Ethereal,Belize,1275,2014,80.0,U.S.A.,3.0,Trinitario,Belize
Ethereal,Ecuador,1275,2014,80.0,U.S.A.,3.5,,Ecuador
Ethereal,Dominican Republic,1275,2014,80.0,U.S.A.,3.75,,DominicanRepublic
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75.0,U.S.A.,2.75,,Brazil
Feitoria Cacao,Blue Mountain,1732,2016,76.0,Portugal,3.0,,Jamaica
Feitoria Cacao,Cuyagua,1736,2016,76.0,Portugal,2.5,,Venezuela
Feitoria Cacao,Maya Mountain,1736,2016,76.0,Portugal,2.75,Trinitario,Belize
Felchlin,Grenada,494,2010,58.0,Switzerland,3.5,Trinitario,Grenada
Felchlin,Elvesia P.,105,2006,74.0,Switzerland,3.0,"Trinitario, Criollo",DominicanRepublic
Felchlin,"Madagascar, Grand Cru",48,2006,64.0,Switzerland,3.0,Criollo,Madagascar
Felchlin,Maracaibo Clasificado,48,2006,65.0,Switzerland,3.0,Criollo,Venezuela
Felchlin,Arriba,48,2006,72.0,Switzerland,3.5,Forastero,Ecuador
Felchlin,"Alto Beni, Cru Savage",56,2006,68.0,Switzerland,4.0,Criollo,Bolivia
Finca,Puerto Rico,1283,2014,65.0,U.S.A.,2.25,,PuertoRico
,Dominican Republic,1283,2014,80.0,U.S.A.,3.0,,DominicanRepublic
